dataset,embedding,regressor,strategy,method_label,auc_normalized_pred,file_path
AD-2-3-3,evo,LinearRegression,highExpression,evo_LinearRegression,0.0627252778212874,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-3-3,evo,RandomForestRegressor,random,random,0.1023042514633875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-3-3,evo,RandomForestRegressor,highExpression,evo_RandomForestRegressor,0.0941663058783875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-3-3,evo,MLPRegressor,random,random,0.1023042514633875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-3-3,evo,MLPRegressor,highExpression,evo_MLPRegressor,0.1279868060504875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-3-3,evo,HistGradientBoostingRegressor,random,random,0.1023042514633875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-3-3,evo,HistGradientBoostingRegressor,highExpression,evo_HistGradientBoostingRegressor,0.0903311080552,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-3-3,evo,KNeighborsRegressor,highExpression,evo_KNeighborsRegressor,0.1034350773170875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-3-3,evo,KNeighborsRegressor,random,random,0.1023042514633875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-4-2,sei,LinearRegression,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/sei_pca/combined_all_custom_metrics.csv
AD-2-4-2,sei,LinearRegression,highExpression,sei_LinearRegression,0.1687946371464125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/sei_pca/combined_all_custom_metrics.csv
AD-2-4-2,sei,RandomForestRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/sei_pca/combined_all_custom_metrics.csv
AD-2-4-2,sei,RandomForestRegressor,highExpression,sei_RandomForestRegressor,0.1931015189084124,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/sei_pca/combined_all_custom_metrics.csv
AD-2-4-2,sei,MLPRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/sei_pca/combined_all_custom_metrics.csv
AD-2-4-2,sei,MLPRegressor,highExpression,sei_MLPRegressor,0.2757552582764124,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/sei_pca/combined_all_custom_metrics.csv
AD-2-4-2,sei,HistGradientBoostingRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/sei_pca/combined_all_custom_metrics.csv
AD-2-4-2,sei,HistGradientBoostingRegressor,highExpression,sei_HistGradientBoostingRegressor,0.2323188076284625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/sei_pca/combined_all_custom_metrics.csv
AD-2-4-2,sei,KNeighborsRegressor,highExpression,sei_KNeighborsRegressor,0.1225033792824374,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/sei_pca/combined_all_custom_metrics.csv
AD-2-4-2,sei,KNeighborsRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/sei_pca/combined_all_custom_metrics.csv
AD-2-4-2,onehot_pca,LinearRegression,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-2-4-2,onehot_pca,LinearRegression,highExpression,onehot_pca_LinearRegression,0.2130866956943874,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-2-4-2,onehot_pca,RandomForestRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-2-4-2,onehot_pca,RandomForestRegressor,highExpression,onehot_pca_RandomForestRegressor,0.1579219825516374,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-2-4-2,onehot_pca,MLPRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-2-4-2,onehot_pca,MLPRegressor,highExpression,onehot_pca_MLPRegressor,0.2012200465823875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-2-4-2,onehot_pca,HistGradientBoostingRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-2-4-2,onehot_pca,HistGradientBoostingRegressor,highExpression,onehot_pca_HistGradientBoostingRegressor,0.2309516381809625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-2-4-2,onehot_pca,KNeighborsRegressor,highExpression,onehot_pca_KNeighborsRegressor,0.2588807452878874,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-2-4-2,onehot_pca,KNeighborsRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-2-4-2,evo,LinearRegression,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-2-4-2,evo,LinearRegression,highExpression,evo_LinearRegression,0.2064888487218875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-2-4-2,evo,RandomForestRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-2-4-2,evo,RandomForestRegressor,highExpression,evo_RandomForestRegressor,0.2091763234024125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-2-4-2,evo,MLPRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-2-4-2,evo,MLPRegressor,highExpression,evo_MLPRegressor,0.1967950293362375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-2-4-2,evo,HistGradientBoostingRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-2-4-2,evo,HistGradientBoostingRegressor,highExpression,evo_HistGradientBoostingRegressor,0.2515487636119625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-2-4-2,evo,KNeighborsRegressor,highExpression,evo_KNeighborsRegressor,0.2247776126899125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-2-4-2,evo,KNeighborsRegressor,random,random,0.1265972566046875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-2-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-4-4-1,sei,LinearRegression,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/sei_pca/combined_all_custom_metrics.csv
AD-4-4-1,sei,LinearRegression,highExpression,sei_LinearRegression,0.259049142237875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/sei_pca/combined_all_custom_metrics.csv
AD-4-4-1,sei,RandomForestRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/sei_pca/combined_all_custom_metrics.csv
AD-4-4-1,sei,RandomForestRegressor,highExpression,sei_RandomForestRegressor,0.1373307718178749,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/sei_pca/combined_all_custom_metrics.csv
AD-4-4-1,sei,MLPRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/sei_pca/combined_all_custom_metrics.csv
AD-4-4-1,sei,MLPRegressor,highExpression,sei_MLPRegressor,0.194373323952125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/sei_pca/combined_all_custom_metrics.csv
AD-4-4-1,sei,HistGradientBoostingRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/sei_pca/combined_all_custom_metrics.csv
AD-4-4-1,sei,HistGradientBoostingRegressor,highExpression,sei_HistGradientBoostingRegressor,0.2146432147641249,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/sei_pca/combined_all_custom_metrics.csv
AD-4-4-1,sei,KNeighborsRegressor,highExpression,sei_KNeighborsRegressor,0.249384679967875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/sei_pca/combined_all_custom_metrics.csv
AD-4-4-1,sei,KNeighborsRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/sei_pca/combined_all_custom_metrics.csv
AD-4-4-1,onehot_pca,LinearRegression,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-1,onehot_pca,LinearRegression,highExpression,onehot_pca_LinearRegression,0.180981335150375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-1,onehot_pca,RandomForestRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-1,onehot_pca,RandomForestRegressor,highExpression,onehot_pca_RandomForestRegressor,0.175539412066875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-1,onehot_pca,MLPRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-1,onehot_pca,MLPRegressor,highExpression,onehot_pca_MLPRegressor,0.2144655455767,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-1,onehot_pca,HistGradientBoostingRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-1,onehot_pca,HistGradientBoostingRegressor,highExpression,onehot_pca_HistGradientBoostingRegressor,0.224024276301625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-1,onehot_pca,KNeighborsRegressor,highExpression,onehot_pca_KNeighborsRegressor,0.1902193191216249,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-1,onehot_pca,KNeighborsRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-1,evo,LinearRegression,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-4-1,evo,LinearRegression,highExpression,evo_LinearRegression,0.2692352850403749,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-4-1,evo,RandomForestRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-4-1,evo,RandomForestRegressor,highExpression,evo_RandomForestRegressor,0.2728862373593,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-4-1,evo,MLPRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-4-1,evo,MLPRegressor,highExpression,evo_MLPRegressor,0.255008681288625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-4-1,evo,HistGradientBoostingRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-4-1,evo,HistGradientBoostingRegressor,highExpression,evo_HistGradientBoostingRegressor,0.263313655910375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-4-1,evo,KNeighborsRegressor,highExpression,evo_KNeighborsRegressor,0.270697143471625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-4-1,evo,KNeighborsRegressor,random,random,0.215238401932875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-4-2,sei,LinearRegression,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/sei_pca/combined_all_custom_metrics.csv
AD-3-4-2,sei,LinearRegression,highExpression,sei_LinearRegression,0.13744177598625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/sei_pca/combined_all_custom_metrics.csv
AD-3-4-2,sei,RandomForestRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/sei_pca/combined_all_custom_metrics.csv
AD-3-4-2,sei,RandomForestRegressor,highExpression,sei_RandomForestRegressor,0.2032370452492499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/sei_pca/combined_all_custom_metrics.csv
AD-3-4-2,sei,MLPRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/sei_pca/combined_all_custom_metrics.csv
AD-3-4-2,sei,MLPRegressor,highExpression,sei_MLPRegressor,0.2250632100435,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/sei_pca/combined_all_custom_metrics.csv
AD-3-4-2,sei,HistGradientBoostingRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/sei_pca/combined_all_custom_metrics.csv
AD-3-4-2,sei,HistGradientBoostingRegressor,highExpression,sei_HistGradientBoostingRegressor,0.2429646784325,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/sei_pca/combined_all_custom_metrics.csv
AD-3-4-2,sei,KNeighborsRegressor,highExpression,sei_KNeighborsRegressor,0.1853022723835,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/sei_pca/combined_all_custom_metrics.csv
AD-3-4-2,sei,KNeighborsRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/sei_pca/combined_all_custom_metrics.csv
AD-3-4-2,onehot_pca,LinearRegression,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-3-4-2,onehot_pca,LinearRegression,highExpression,onehot_pca_LinearRegression,0.20947814664875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-3-4-2,onehot_pca,RandomForestRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-3-4-2,onehot_pca,RandomForestRegressor,highExpression,onehot_pca_RandomForestRegressor,0.1750824414495,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-3-4-2,onehot_pca,MLPRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-3-4-2,onehot_pca,MLPRegressor,highExpression,onehot_pca_MLPRegressor,0.19466568500575,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-3-4-2,onehot_pca,HistGradientBoostingRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-3-4-2,onehot_pca,HistGradientBoostingRegressor,highExpression,onehot_pca_HistGradientBoostingRegressor,0.178171761625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-3-4-2,onehot_pca,KNeighborsRegressor,highExpression,onehot_pca_KNeighborsRegressor,0.17371469480375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-3-4-2,onehot_pca,KNeighborsRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/onehot_pca/combined_all_custom_metrics.csv
AD-3-4-2,evo,LinearRegression,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-3-4-2,evo,LinearRegression,highExpression,evo_LinearRegression,0.2369395931077499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-3-4-2,evo,RandomForestRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-3-4-2,evo,RandomForestRegressor,highExpression,evo_RandomForestRegressor,0.20558888072675,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-3-4-2,evo,MLPRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-3-4-2,evo,MLPRegressor,highExpression,evo_MLPRegressor,0.1970263163135,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-3-4-2,evo,HistGradientBoostingRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-3-4-2,evo,HistGradientBoostingRegressor,highExpression,evo_HistGradientBoostingRegressor,0.199152322675,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-3-4-2,evo,KNeighborsRegressor,highExpression,evo_KNeighborsRegressor,0.2486233864582499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-3-4-2,evo,KNeighborsRegressor,random,random,0.1911068982882499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-4-2/evo2_pca/combined_all_custom_metrics.csv
AD-4-4-3,sei,LinearRegression,random,random,0.385933918179425,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/sei_pca/combined_all_custom_metrics.csv
AD-4-4-3,sei,LinearRegression,highExpression,sei_LinearRegression,0.47120208347915,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/sei_pca/combined_all_custom_metrics.csv
AD-4-4-3,sei,RandomForestRegressor,random,random,0.385933918179425,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/sei_pca/combined_all_custom_metrics.csv
AD-4-4-3,sei,RandomForestRegressor,highExpression,sei_RandomForestRegressor,0.487927653449175,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/sei_pca/combined_all_custom_metrics.csv
AD-4-4-3,sei,MLPRegressor,random,random,0.385933918179425,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/sei_pca/combined_all_custom_metrics.csv
AD-4-4-3,sei,MLPRegressor,highExpression,sei_MLPRegressor,0.439909870911375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/sei_pca/combined_all_custom_metrics.csv
AD-4-4-3,sei,HistGradientBoostingRegressor,random,random,0.385933918179425,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/sei_pca/combined_all_custom_metrics.csv
AD-4-4-3,sei,HistGradientBoostingRegressor,highExpression,sei_HistGradientBoostingRegressor,0.4158789937506,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/sei_pca/combined_all_custom_metrics.csv
AD-4-4-3,sei,KNeighborsRegressor,highExpression,sei_KNeighborsRegressor,0.378963521283775,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/sei_pca/combined_all_custom_metrics.csv
AD-4-4-3,sei,KNeighborsRegressor,random,random,0.385933918179425,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/sei_pca/combined_all_custom_metrics.csv
AD-4-4-3,onehot_pca,LinearRegression,random,random,0.385933918179425,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-3,onehot_pca,LinearRegression,highExpression,onehot_pca_LinearRegression,0.4415316449460998,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-3,onehot_pca,RandomForestRegressor,random,random,0.385933918179425,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-3,onehot_pca,RandomForestRegressor,highExpression,onehot_pca_RandomForestRegressor,0.510634723267125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-3,onehot_pca,MLPRegressor,random,random,0.385933918179425,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-4-3,onehot_pca,MLPRegressor,highExpression,onehot_pca_MLPRegressor,0.3740577192986249,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-4-3/onehot_pca/combined_all_custom_metrics.csv
